 -1.3655,1.806
 -1.3655,1.618651
 -1.3655,1.431302
 -1.3655,1.243953
 -1.3655,1.056604
 -1.3655,0.869255
 -1.3655,0.681907
 -1.3655,0.494558
 -1.3655,0.307209
 -1.3655,0.11986
 -1.3655,-0.067489
 -1.3655,-0.254838
 -1.3655,-0.442186
 -1.3655,-0.629536
 -1.3655,-0.816884
 -1.3655,-1.004233
 -1.3655,-1.191582
 -1.3655,-1.378931
 -1.3655,-1.56628
 -1.352871,-1.741
 -1.165523,-1.741
 -0.978174,-1.741
 -0.790825,-1.741
 -0.658996,-1.6463
 -0.567493,-1.482817
 -0.475989,-1.319334
 -0.384486,-1.155851
 -0.292983,-0.992368
 -0.20148,-0.828884
 -0.109977,-0.665402
 -0.018473,-0.501918
 0.07303,-0.338435
 0.164533,-0.174951
 0.256036,-0.011469
 0.34754,0.152014
 0.439043,0.315498
 0.484595,0.306274
 0.482756,0.118934
 0.480917,-0.068406
 0.479078,-0.255745
 0.477239,-0.443085
 0.475401,-0.630425
 0.473562,-0.817765
 0.471723,-1.005104
 0.469885,-1.192444
 0.468046,-1.379784
 0.466207,-1.567125
 0.477964,-1.741
 0.665313,-1.741
 0.852663,-1.741
 1.040012,-1.741
 1.128,-1.64164
 1.128,-1.454291
 1.128,-1.266943
 1.128,-1.079594
 1.128,-0.892244
 1.128,-0.704896
 1.128,-0.517547
 1.128,-0.330198
 1.128,-0.142849
 1.128,0.0445
 1.128,0.231849
 1.128,0.419198
 1.128,0.606547
 1.128,0.793896
 1.128,0.981245
 1.128,1.168594
 1.128,1.355942
 1.128,1.543291
 1.128,1.73064
 1.016011,1.806
 0.828662,1.806
 0.641313,1.806
 0.49304,1.738098
 0.398906,1.576115
 0.304772,1.414131
 0.210638,1.252148
 0.116505,1.090166
 0.022371,0.928184
 -0.071763,0.766201
 -0.165896,0.604218
 -0.260031,0.442234
 -0.354164,0.280251
 -0.448298,0.118269
 -0.542431,-0.043713
 -0.636565,-0.205696
 -0.655381,-0.092332
 -0.653962,0.095013
 -0.652543,0.282357
 -0.651123,0.4697
 -0.649704,0.657043
 -0.648285,0.844387
 -0.646866,1.031731
 -0.645446,1.219075
 -0.644027,1.406418
 -0.642608,1.593761
 -0.641189,1.781104
 -0.803452,1.806
 -0.990802,1.806
 -1.178151,1.806
 -1.3655,1.806
